menu_id,menu_category,restaurant_id
1290,wine,128
1291,naan bread,128
1292,beer,128
1293,chicken,128
1294,vegeterian,128
1295,pizza,128
1296,biryanis,128
1297,tandoori (bbq),128
1298,appetizer,128
1299,boneless lamb,128
1300,seafood,128
1301,soup,128
1302,drinks,128
1303,chef's special,128
1304,dessert,128
1305,sides,128
1306,extra toppings,129
1307,ramen,129
1308,extra soup,129
1309,appetizers,129
1310,soft drinks,129
1311,tacos,130
1312,specialties,130
1313,drinks,130
1314,burritos,130
1315,extras & sides,130
1316,mexican dishes,130
1317,quesadilla,130
1318,extras,131
1319,side orders,131
1320,dinner plates,131
1321,breakfast,131
1322,quesadillas,131
1323,a la carte,131
1324,burritos,131
1325,tacos,131
1326,nachos,131
1327,specials,132
1328,combinations,132
1329,vegetarian burritos,132
1330,vegetarian quesadillas,132
1331,house specials,132
1332,breakfast,132
1333,extras,132
1334,dinner plates,132
1335,burritos,132
1336,soups,132
1337,seafood,132
1338,nachos,132
1339,quesadillas,132
1340,viennoiserie & pastry,133
1341,coffee manufactory,133
1342,bottled drinks,133
1343,savory specials,133
1344,bread,133
1345,tarts,133
1346,cakes,133
1347,confections,133
1348,cookies,133
1349,salads,133
1350,hot pressed sandwiches -,133
1351,tea,133
1352,wine spritz,133
1353,savory specialssavory specials,133
1354,fried rice,134
1355,sides,134
1356,chow mein,134
1357,salads,134
1358,beef,134
1359,chicken broth,134
1360,chicken,134
1361,beverages,134
1362,vietnamese style dishes,134
1363,appetizers,134
1364,vegetarian dishes,134
1365,seafood,134
1366,vermicelli noodles,134
1367,vietnamese style bbq rice plate,134
1368,soups,134
1369,beef broth (pho),134
1370,shrimp,134
1371,brunch sides,135
1372,sides,135
1373,pina cockail,135
1374,brunch mains,135
1375,mains,135
1376,starters,135
1377,brunch starters,135
1378,n/a bevs,135
1379,bubbly,135
1380,dessert,135
1381,brunch bev,135
1382,retail,135
1383,catering,135
1384,red wine,135
1385,kids menu,135
1386,corkage,135
1387,can/bottle beer,135
1388,kids drinks,135
1389,draft beer,135
1390,whiskey,135
1391,misc liq,135
1392,house cocktails,136
1393,thin crust pizzas,136
1394,burgers & sandwiches,136
1395,BURGERS & SANDWICHES,136
1396,salads,136
1397,mains,136
1398,bottled beers,136
1399,canned beers,136
1400,SALADS,136
1401,red wine,136
1402,BRUNCH FOOD,136
1403,Brunch Sides,136
1404,small plates,136
1405,draft beers,136
1406,sparkling,136
1407,TACO TUESDAY,136
1408,n/a beverages,136
1409,BRUNCH SNACKS,136
1410,BRUNCH DRINKS,136
1411,ciders & more,136
1412,white & rosé,136
1413,nibbles,137
1414,madeira selections - 2oz. pours,137
1415,sweet wine - 2oz. pours,137
1416,white,137
1417,red,137
1418,ciders and co-ferments,137
1419,beer,137
1420,caviar servic,137
1421,cocktails,137
1422,dessert,137
1423,cheese,137
1424,first course,137
1425,charcuterie,137
1426,main course,137
1427,smoked duck . root vegetables,137
1428,bubbles,137
1429,house wines,137
1430,hungry,138
1431,small bite,138
1432,side,138
1433,salad,138
1434,beverage,138
1435,sake,138
1436,beer,138
1437,"soup, noodle, rice",138
1438,add on,138
1439,,138
1440,cans + bottles,139
1441,appetizers,139
1442,fries,139
1443,sandwiches,139
1444,sliders,139
1445,non-alcoholic,139
1446,salads,139
1447,sides,139
1448,mimosas & draft beers,140
1449,entrees,140
1450,appetizers,140
1451,non-alcoholic,140
1452,spirits menu - agave,141
1453,"spirits menu - bitters, sweets, bittersweets",141
1454,spirits menu - cereal grains other whiskey,141
1455,spirits menu - fruit spirits,141
1456,dinner menu,141
1457,spirits menu - botanicals,141
1458,"cocktail & wine menu - wine - beer, cider, etc",141
1459,"spirits menu - madeira/port/macvin, etc.",141
1460,cocktail & wine menu - cocktails,141
1461,brunch menu,141
1462,spirits menu - cereal grains scotch,141
1463,spirits menu - cane and molasses,141
1464,brunch menu - free spirit,141
1465,spirits menu - cereal grains bourbon,141
1466,spirits menu - sherry and sherry-ish,141
1467,cocktail & wine menu - wine - free spirit,141
1468,spirits menu - cereal grains rye,141
1469,brunchy drinks,141
1470,spirits menu - no botanicals,141
1471,curries,142
1472,sides,142
1473,rice specialties,142
1474,desserts,142
1475,special dinners,142
1476,appetizers,142
1477,dosas,142
1478,beverages,142
1479,uthappam,142
1480,soups,142
1481,soft drinks,143
1482,frozen dumplings,143
1483,rice,143
1484,alcohol,143
1485,dumplings and her cousins,143
1486,pairs well with dumplings,143
1487,homemade sauces,143
1488,noodles,143
1489,pot stickers,143
1490,desserts,143
1491,soup dumplings (xlb),143
1492,bottled beers,144
1493,pizzas - locals' favorites,144
1494,sandwiches,144
1495,drinks,144
1496,our specialties,144
1497,pizzas - build your own,144
1498,starters,144
1499,dessert of the day,144
1500,pastas,144
1501,sides,144
1502,burgers,144
1503,beer & wine,145
1504,dinner,145
1505,dolci,145
1506,menu,146
1507,fusion meals,146
1508,sides,146
1509,sandwiches,146
1510,mob meals,146
1511,beverages,146
1512,desserts,146
1513,burgers m-w pm,147
1514,sodas m-w pm,147
1515,sides m-w pm,147
1516,chicken m-w pm,147
1517,kid's menu m-w pm,147
1518,n' more m-w pm,147
1519,appetizers,148
1520,dim sum,148
1521,beef,148
1522,vegetarian dishes,148
1523,tofu,148
1524,vegetarian delights,148
1525,porridge,148
1526,dessert,148
1527,soup,148
1528,egg foo young,148
1529,beverages,148
1530,chicken,148
1531,lunch special rice plates,148
1532,chow mein and chow fun,148
1533,fried rice,148
1534,noodle soup,148
1535,mu shu,148
1536,chef's recommendations,148
1537,combination meals,148
1538,seafood,148
1539,salads,148
1540,pork,148
1541,sides,149
1542,dessert/ice cream,149
1543,kabob - no meal,149
1544,salads,149
1545,wraps,149
1546,plates,149
1547,rotisserie chicken - no meal,149
1548,syrian pizza,149
1549,soda,149
1550,syrian quesadilla,149
1551,empanadas,150
1552,tamales,150
1553,tortas,150
1554,maya especialidades,150
